game,winner,type,player_sum,dealer_sum,player_blackjack,dealer_blackjack,number_of_drawn_cards,drawn_cards
6019,dealer,comparison,16,21,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}]"
6020,player,comparison,20,19,False,False,4,"[{'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}]"
6021,dealer,comparison,19,20,False,False,7,"[{'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
6022,dealer,bust,24,9,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}]"
6023,draw,comparison,19,19,False,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}]"
6024,dealer,comparison,17,19,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}]"
6025,dealer,bust,23,13,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}]"
6026,player,bust,18,26,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}]"
6027,player,bust,16,24,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
6028,dealer,comparison,18,19,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
6029,dealer,comparison,19,21,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
6030,player,bust,21,24,False,False,7,"[{'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
6031,player,bust,18,24,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}]"
6032,dealer,bust,22,12,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}]"
6033,player,bust,16,23,False,False,6,"[{'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}]"
6034,dealer,bust,23,19,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
6035,dealer,blackjack,20,21,False,True,4,"[{'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}]"
6036,dealer,bust,22,13,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
6037,player,bust,16,26,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
6038,dealer,bust,22,15,False,False,6,"[{'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}]"
6039,player,bust,20,26,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}]"
6040,dealer,bust,22,7,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
6041,dealer,bust,25,20,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
6042,dealer,comparison,17,18,False,False,7,"[{'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}]"
6043,draw,comparison,18,18,False,False,7,"[{'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
6044,dealer,blackjack,8,21,False,True,4,"[{'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}]"
6045,dealer,blackjack,11,21,False,True,4,"[{'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}]"
6046,player,bust,20,24,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
6047,dealer,bust,25,12,False,False,6,"[{'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}]"
6048,player,comparison,20,18,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
6049,dealer,comparison,19,21,False,False,8,"[{'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
6050,dealer,bust,23,8,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
6051,player,bust,20,24,False,False,7,"[{'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
6052,player,comparison,19,18,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}]"
6053,player,bust,20,26,False,False,7,"[{'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}]"
6054,dealer,comparison,19,20,False,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}]"
6055,draw,comparison,20,20,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}]"
6056,dealer,bust,25,20,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}]"
6057,player,comparison,18,17,False,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
6058,player,comparison,20,17,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}]"
6059,player,comparison,21,17,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}]"
6060,dealer,comparison,18,21,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'dealer'}]"
6061,player,bust,17,26,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
6062,dealer,bust,23,16,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
6063,dealer,comparison,19,20,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
6064,draw,comparison,20,20,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
6065,player,comparison,20,18,False,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}]"
6066,dealer,comparison,16,19,False,False,4,"[{'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}]"
6067,player,bust,19,25,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
6068,dealer,comparison,16,17,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
6069,player,bust,18,22,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
6070,dealer,bust,24,15,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}]"
6071,player,comparison,21,17,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}]"
6072,dealer,comparison,18,19,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
6073,draw,comparison,20,20,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
6074,dealer,bust,22,12,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}]"
6075,player,comparison,19,17,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
6076,dealer,blackjack,16,21,False,True,4,"[{'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}]"
6077,dealer,bust,22,12,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
6078,dealer,bust,22,7,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}]"
6079,player,bust,20,25,False,False,7,"[{'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}]"
6080,player,bust,19,22,False,False,6,"[{'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}]"
